run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
3989,367.4,1878.8,202,29,148,20.4,67.9,39.4,27.9,8.0,91,3,2,7,38.8,87.0
3990,1220.0,-479.7,163,15,131,15.8,17.0,32.0,35.6,24.8,37,5,0,22,93.2,73.2
3991,-1118.4,-415.2,102,0,48,10.4,154.8,10.5,17.5,23.7,55,4,1,19,97.9,75.4
3992,1605.1,1890.4,121,10,247,22.3,3.0,11.7,34.3,40.0,95,0,0,23,61.9,38.4
3993,420.6,-436.0,201,31,28,21.2,247.2,15.3,15.2,12.8,23,2,0,37,77.3,68.6
3994,-381.9,-1169.9,183,31,217,10.1,177.0,12.9,3.9,16.2,3,2,0,17,57.9,36.5
3995,1429.8,-703.9,182,34,185,11.0,294.6,26.7,23.9,34.0,99,3,2,15,56.1,81.1
3996,-280.7,414.1,201,32,93,2.7,275.1,2.3,9.5,24.8,86,1,0,8,75.3,70.8
3997,1132.3,578.3,189,37,198,22.6,185.3,33.0,37.3,4.1,37,1,0,9,53.4,48.7
3998,673.2,-1277.4,141,1,23,26.0,225.1,15.8,32.1,10.3,59,1,0,10,54.2,75.4
3999,1835.8,-1703.3,109,13,128,20.4,225.6,8.7,33.2,5.6,44,4,1,39,98.6,82.6
4000,949.7,1650.6,144,6,228,14.0,351.8,34.1,34.0,11.5,40,2,0,27,67.5,73.3
4001,126.9,-1529.8,256,13,250,0.2,299.1,31.7,2.5,27.2,64,5,2,2,94.7,43.5
4002,-373.6,1067.0,104,19,47,11.7,337.7,36.3,27.1,31.6,79,3,0,11,32.8,58.7
4003,423.5,1507.3,142,29,224,23.1,286.7,9.7,21.2,23.3,6,0,0,27,61.2,87.3
4004,-794.2,1224.2,202,28,275,23.6,106.4,34.7,39.2,31.6,53,3,1,11,80.9,42.1
4005,-81.8,471.5,181,30,105,17.3,210.0,37.3,5.0,26.0,99,3,2,36,48.3,52.0
4006,1540.1,1104.9,102,8,72,20.0,25.1,15.8,15.9,27.3,17,1,0,27,39.9,80.4
4007,-738.9,469.0,165,36,94,20.9,349.0,37.7,28.8,37.7,49,1,0,8,77.0,32.3
4008,-1681.7,1590.4,105,20,130,8.7,135.8,39.8,7.7,17.7,34,4,2,37,82.9,55.0
4009,579.0,442.2,141,44,80,1.1,343.0,37.4,21.3,8.8,3,2,1,18,48.1,67.1
4010,-640.4,-1864.7,202,18,33,0.4,25.3,25.6,12.8,26.0,17,2,1,2,44.5,31.0
4011,1145.9,-768.5,181,9,104,1.2,23.0,34.6,28.6,26.5,43,0,0,30,31.2,65.2
4012,-492.4,-1795.6,163,25,190,8.8,170.9,37.4,27.5,36.8,13,5,1,35,61.8,62.0
4013,-1718.0,-963.6,181,29,294,9.6,97.9,37.0,23.5,4.1,76,0,0,32,69.7,44.0
4014,201.7,1864.4,146,3,88,16.4,347.4,3.7,5.2,30.2,98,4,1,34,58.7,45.6
4015,1339.9,816.5,256,37,64,19.8,28.9,16.2,34.6,22.2,81,5,2,33,65.8,65.9
4016,-976.7,-1719.5,103,1,163,11.5,120.8,30.5,18.3,10.1,66,5,1,2,76.4,95.8
4017,-1697.6,678.7,181,44,274,22.2,231.0,34.1,18.2,10.5,11,0,0,12,90.9,68.4
4018,1622.6,1907.1,148,45,36,12.8,276.8,36.6,20.6,31.8,70,1,0,1,48.5,92.0
4019,-1582.7,635.6,104,32,193,19.9,26.5,22.4,20.4,37.0,48,0,0,0,47.0,68.0
4020,1286.3,-1379.1,141,9,207,7.7,259.3,19.1,35.3,21.1,92,3,1,15,32.0,49.7
4021,188.0,-363.6,185,22,204,10.5,171.4,24.1,11.5,17.5,85,2,1,33,42.7,74.4
4022,1606.5,-678.1,108,3,228,6.6,219.7,30.3,37.4,23.6,19,3,1,4,96.2,94.6
4023,-1644.0,-698.3,183,19,341,26.4,22.2,21.0,26.3,26.8,52,5,2,38,32.0,92.6
4024,472.5,-667.8,101,29,169,18.6,204.8,27.7,3.1,19.9,38,0,0,3,96.0,56.1
4025,1148.1,1065.2,102,10,131,18.0,216.6,26.2,16.3,4.7,94,0,0,21,56.2,96.3
4026,-557.3,901.3,124,2,207,8.6,297.3,7.5,7.3,10.9,67,1,0,34,67.4,53.2
4027,-1213.6,694.1,106,26,168,24.3,323.6,7.8,5.8,18.7,0,2,0,35,71.3,46.8
4028,1828.1,-314.3,107,5,111,29.4,192.7,16.2,39.7,23.6,44,2,0,24,89.5,45.1
4029,487.4,508.7,189,27,45,0.6,233.1,38.1,15.4,12.0,57,2,1,1,40.0,87.8
4030,-337.5,928.8,189,3,207,20.0,203.4,38.7,13.9,37.2,96,5,2,20,83.7,62.9
4031,791.6,-192.7,147,39,335,1.8,274.5,32.9,16.2,16.8,29,0,0,27,55.8,85.3
4032,-705.0,-1523.0,186,20,269,26.6,310.4,4.7,11.1,11.5,9,2,0,1,55.6,37.6
4033,-560.7,875.8,183,38,183,28.7,173.6,37.0,17.4,23.5,94,0,0,8,78.9,51.5
4034,-1482.3,-787.2,182,3,198,29.5,57.8,19.3,38.8,8.5,28,1,0,25,35.7,79.0
4035,-1108.0,-1411.3,122,44,180,13.9,56.6,6.3,18.1,26.6,28,2,0,15,34.3,76.7
4036,-1210.9,-463.7,144,14,50,27.6,320.7,25.8,5.1,22.2,70,3,0,4,95.7,96.6
4037,-49.2,396.1,181,38,258,0.5,158.6,24.4,25.8,17.0,14,1,0,23,98.5,67.1
4038,1643.4,-1404.6,256,19,168,16.5,2.4,27.9,22.3,31.2,55,2,0,7,92.4,41.9
4039,-1699.2,-1204.3,189,22,167,22.2,128.5,31.0,35.4,8.5,67,1,0,18,62.7,58.6
4040,1230.5,-961.9,121,16,344,27.3,31.3,13.6,32.3,31.4,17,2,1,8,31.9,45.2
4041,-855.3,-1422.6,186,41,77,4.4,67.2,12.6,19.6,3.6,11,5,2,19,70.5,64.8
4042,1396.2,-1403.5,104,28,19,26.5,75.9,20.4,38.2,33.7,30,2,0,27,94.9,36.6
4043,-1151.3,-326.3,202,5,315,8.8,216.2,3.3,33.3,15.6,33,1,0,11,53.8,95.4
4044,1373.6,-331.0,183,17,77,1.0,315.8,19.0,22.1,21.0,92,3,1,30,91.3,48.3
4045,1341.7,-297.4,204,1,338,3.4,155.6,17.6,23.7,12.5,28,2,0,15,41.4,69.2
4046,-904.1,46.9,102,29,9,10.9,308.1,36.6,10.3,32.7,60,0,0,5,32.8,68.8
4047,850.1,543.2,149,28,241,12.2,92.3,16.4,39.0,13.9,13,1,0,21,76.7,32.6
4048,1197.3,-1029.4,204,34,43,30.2,106.3,39.3,4.5,6.2,33,0,0,29,51.6,89.4
4049,-1792.5,424.0,181,11,66,6.1,198.7,3.3,14.6,8.8,80,2,1,24,52.9,81.2
4050,-229.3,-1154.3,203,27,271,5.4,69.3,34.4,13.4,18.7,8,5,2,2,46.9,92.5
4051,1026.0,-149.9,189,35,28,5.4,252.4,12.2,39.4,19.4,39,0,0,12,45.0,91.6
4052,74.4,1016.4,184,2,159,3.2,153.8,8.1,35.8,37.2,9,2,0,37,91.5,98.2
4053,-763.0,-678.1,165,32,306,15.8,306.0,35.7,12.7,13.9,0,4,2,23,49.2,75.8
4054,1132.6,174.5,142,15,116,14.8,286.7,20.0,33.2,7.1,50,5,1,32,55.4,61.1
4055,-1749.0,1249.5,109,32,283,25.6,235.5,2.9,6.1,18.4,11,2,1,33,72.2,78.0
4056,144.1,1031.9,142,45,50,14.2,142.8,36.3,26.3,15.3,81,4,1,29,44.3,55.2
4057,1484.4,-719.3,141,24,281,24.7,67.2,39.2,29.2,9.8,7,1,0,19,65.1,76.1
4058,-488.2,-1128.1,124,26,56,9.9,297.3,11.1,3.7,34.9,22,2,0,13,62.5,80.9
4059,1419.8,591.2,109,15,287,27.1,115.4,7.4,14.6,28.8,30,2,0,30,38.8,61.8
4060,-772.1,972.5,107,20,42,11.9,221.2,3.8,25.6,30.8,34,4,2,37,84.5,46.9
4061,-469.5,505.7,189,11,209,27.0,151.3,38.3,25.8,15.5,20,1,0,25,97.6,39.4
4062,-806.7,-839.3,164,23,136,12.2,27.2,19.7,8.7,3.9,45,1,0,40,89.5,54.8
4063,1110.9,1020.0,145,5,301,7.9,281.3,38.3,8.9,15.8,4,3,0,31,55.1,40.1
4064,1230.4,1323.0,107,44,272,25.1,115.3,13.3,31.3,29.4,76,1,0,17,31.4,45.3
4065,-1427.9,937.0,186,33,335,20.5,286.9,14.1,11.6,37.7,12,3,1,0,99.9,97.1
4066,-1506.8,-1749.9,107,27,274,13.9,46.5,22.6,33.7,33.6,89,5,1,27,38.4,80.1
4067,-1282.2,-1799.2,122,16,280,23.0,307.0,39.6,32.9,2.3,33,1,0,32,74.3,81.5
4068,-397.4,653.4,148,8,228,3.2,266.2,13.5,24.2,2.6,37,5,2,8,83.0,53.7
4069,-1528.2,-1.3,104,16,51,5.7,346.6,22.4,31.5,35.9,44,0,0,7,64.1,86.5
4070,5.8,1094.2,187,0,182,26.4,17.4,18.9,25.7,3.5,84,4,0,37,50.9,95.3
4071,-278.9,814.3,164,45,318,2.9,329.2,27.7,14.8,21.5,84,3,2,13,95.8,79.0
4072,-280.3,-153.4,122,4,182,0.9,305.4,34.5,34.1,18.9,84,0,0,16,57.7,31.7
4073,1539.8,-1465.0,144,30,165,19.1,320.7,29.6,24.9,12.7,59,5,2,9,59.0,43.2
4074,1310.3,747.9,185,28,84,1.9,135.0,17.2,10.2,11.5,74,3,0,17,80.2,42.1
4075,-1288.2,142.0,124,7,36,4.1,99.0,3.2,24.2,2.5,99,1,0,5,34.2,78.3
4076,-495.5,-1295.2,123,30,277,10.8,12.5,19.6,6.6,11.2,83,5,0,14,86.9,38.5
4077,918.5,-112.0,181,31,92,10.7,340.7,20.1,34.3,36.0,32,1,0,33,76.7,59.5
4078,1145.5,-1575.3,122,29,46,8.8,23.3,23.8,4.9,23.5,38,1,0,37,42.3,51.4
4079,-1448.9,1038.9,143,8,25,24.5,110.4,5.7,29.3,21.7,77,2,0,12,84.0,96.5
4080,1271.7,-647.3,147,10,310,5.1,2.3,19.2,15.4,16.9,32,1,0,30,56.0,96.1
4081,1322.6,1050.3,163,26,202,26.5,112.5,31.9,21.0,9.0,6,5,0,25,37.1,61.6
4082,-318.0,416.2,105,36,225,15.9,99.3,14.1,21.1,26.4,16,3,0,8,55.0,54.1
4083,-1266.2,712.2,107,2,304,20.1,65.6,2.4,36.7,8.8,2,1,0,8,34.4,81.5
4084,-1791.9,1364.7,104,1,268,5.7,69.7,29.8,15.8,23.3,38,1,0,0,68.6,95.2
4085,-254.7,-26.7,103,13,12,26.6,351.8,16.6,5.8,34.7,24,2,0,6,84.8,88.0
4086,-454.9,192.5,182,36,247,9.0,233.7,9.7,38.4,9.2,16,5,2,14,77.5,85.9
4087,-641.0,1145.0,204,9,205,8.6,213.2,14.4,12.1,23.2,6,4,0,18,55.5,98.4
4088,28.8,-1375.4,256,5,62,30.7,316.9,18.2,19.5,2.4,2,1,0,28,83.2,32.7
4089,1270.1,796.8,103,38,217,29.8,222.1,16.7,32.7,12.4,43,3,2,38,57.4,58.7
4090,1401.5,776.6,162,40,193,25.6,155.3,29.5,7.4,17.2,40,0,0,22,33.7,92.9
4091,-749.6,-1590.0,186,17,157,20.7,269.9,13.3,35.3,6.9,89,4,2,14,94.6,36.4
4092,501.4,1093.5,143,10,177,16.5,12.8,8.1,26.2,3.3,7,0,0,15,98.7,87.7
4093,-1132.7,-1406.4,184,40,290,27.3,199.3,31.3,24.5,14.7,80,1,0,13,94.8,40.6
4094,144.8,-1542.9,122,45,50,21.1,304.5,21.5,19.0,36.0,36,0,0,19,39.8,33.6
4095,-1158.6,-1787.2,186,5,181,24.0,275.5,24.3,4.6,25.6,78,5,0,39,33.3,62.7
4096,-1001.5,-444.3,149,45,23,5.1,348.3,21.0,20.6,13.9,97,0,0,31,56.8,88.7
4097,-1603.4,-730.5,103,35,177,7.6,217.3,23.7,22.5,21.8,14,3,0,23,30.1,95.1
4098,1197.2,-957.2,202,17,303,7.3,207.0,30.7,16.0,38.7,80,3,0,39,44.4,92.6
4099,-267.5,1576.6,109,32,146,7.5,273.5,12.2,7.0,15.2,20,4,1,33,96.4,37.8
4100,-75.5,-684.6,181,12,201,15.8,352.6,22.0,17.3,35.1,8,0,0,3,83.8,64.1
4101,-729.3,911.9,144,29,203,28.0,193.7,13.7,35.4,9.9,4,4,1,27,83.2,96.2
4102,-133.6,-395.9,106,40,199,15.6,88.7,17.4,6.5,18.4,31,1,0,1,61.7,76.9
4103,-1614.6,-1542.6,102,20,174,18.6,189.7,12.6,15.8,29.2,65,5,2,19,32.3,48.6
4104,-558.3,-542.6,164,3,128,17.3,152.7,32.7,16.3,2.3,60,3,1,23,57.5,93.0
4105,407.9,54.2,164,32,148,10.4,151.7,5.8,25.7,37.8,15,0,0,10,96.1,57.9
4106,-1188.4,-789.3,188,11,114,22.7,344.9,39.2,21.2,8.1,4,1,0,26,32.3,54.8
4107,-1203.7,330.0,164,39,36,0.5,105.8,17.7,10.5,27.3,10,3,1,8,33.5,78.9
4108,1297.7,846.6,162,13,215,18.1,270.1,39.4,21.2,27.9,11,5,0,29,50.2,59.1
4109,54.6,165.4,204,1,299,21.7,7.4,23.9,26.1,20.7,65,0,0,24,77.3,72.9
4110,-443.3,-65.5,124,29,118,30.4,208.5,9.8,18.0,35.9,52,5,2,23,61.3,74.2
4111,-457.2,-679.7,141,19,178,11.8,246.8,23.0,28.9,15.1,28,3,0,30,57.1,47.8
4112,-1170.3,-1455.3,102,10,285,7.1,192.3,24.4,14.6,3.9,58,1,0,20,32.0,80.7
4113,1588.6,-609.3,186,6,200,25.0,59.8,4.1,35.0,6.2,77,2,0,13,81.8,78.5
4114,-1332.9,-1232.8,182,41,289,13.8,163.7,24.7,3.8,2.9,12,1,0,28,38.6,81.7
4115,283.1,-578.5,141,11,41,9.6,141.2,12.6,19.7,9.1,40,4,0,4,93.3,76.5
4116,1217.4,-816.7,109,45,329,11.3,38.5,19.7,23.4,5.9,90,1,0,19,66.5,65.8
4117,1029.8,1344.4,121,37,71,18.0,342.5,7.4,9.2,34.9,48,4,1,6,59.4,73.4
4118,-144.7,724.6,204,30,11,18.6,65.6,23.2,33.7,28.3,10,0,0,24,64.3,83.6
4119,-1144.1,-1407.3,202,34,217,29.1,302.3,15.6,8.1,31.4,78,2,0,30,93.1,59.6
4120,204.2,-1740.8,181,13,265,22.3,8.7,30.4,12.4,38.6,66,3,1,25,42.3,91.0
4121,1130.1,-1550.6,105,6,66,10.7,356.9,15.1,33.4,30.0,54,3,1,6,51.7,90.1
4122,299.4,-123.1,102,5,12,13.9,297.8,14.2,18.8,14.9,46,2,0,40,86.9,38.7
4123,-523.5,-941.2,161,2,221,9.4,206.0,34.4,39.5,37.3,21,3,0,12,99.4,76.0
4124,-1068.8,325.6,202,1,262,8.4,158.1,14.3,27.3,29.5,52,0,0,35,52.2,34.5
4125,1496.6,-263.1,181,36,261,16.9,116.8,39.6,26.2,16.7,2,4,2,12,30.6,47.5
4126,226.0,932.8,256,45,228,15.1,5.6,29.8,14.1,20.0,35,5,0,38,62.7,49.3
4127,1545.0,-436.1,164,0,280,24.2,188.0,15.2,8.6,13.2,61,5,2,5,93.7,73.4
4128,648.1,-1416.0,203,39,326,13.4,86.7,34.4,8.2,36.5,39,1,0,18,38.7,86.5
4129,1805.7,1141.0,187,0,50,19.5,159.9,8.6,12.0,36.0,16,3,1,38,87.2,63.0
4130,-1623.6,1031.5,189,5,208,17.6,167.2,13.2,15.3,21.8,1,5,2,10,71.9,74.9
4131,-1332.5,-292.8,188,34,331,4.3,59.0,13.5,18.7,8.3,65,0,0,16,73.8,53.8
4132,1258.2,-1030.9,146,23,164,5.8,217.9,26.6,9.0,33.9,45,5,1,1,37.7,95.8
4133,272.0,-1353.2,189,9,75,4.9,164.8,28.7,21.4,4.8,32,3,0,11,40.6,37.4
4134,-526.2,61.5,203,7,112,23.6,65.9,3.8,17.9,14.0,88,3,1,5,81.8,41.9
4135,-1134.5,294.3,181,13,159,3.0,162.1,11.2,28.9,24.6,52,0,0,11,63.4,51.9
4136,765.9,-1064.8,161,40,36,13.9,193.5,35.4,3.2,3.1,1,1,0,24,81.1,98.2
4137,-1137.9,-1554.9,204,23,349,19.6,108.6,38.4,18.4,9.2,85,5,2,21,45.6,42.8
4138,295.2,-284.8,161,10,230,9.0,330.8,29.8,28.5,35.7,10,1,0,29,33.1,62.1
4139,1756.2,685.7,102,25,151,3.6,104.0,9.5,11.7,25.5,30,0,0,5,67.7,50.7
4140,565.7,-1564.1,143,14,278,6.7,157.3,24.0,23.7,26.9,33,2,1,25,82.1,96.9
4141,-653.5,611.5,186,30,297,3.4,246.8,9.8,11.0,36.0,47,1,0,32,77.9,53.0
4142,-1695.4,-394.8,146,26,313,26.8,135.5,33.9,7.9,24.2,26,2,0,22,80.4,54.2
4143,923.4,1777.0,145,5,273,23.1,82.1,34.4,22.2,4.4,86,5,0,39,71.6,88.2
4144,263.0,293.8,256,42,250,9.1,59.2,14.3,20.6,19.7,36,2,1,4,36.3,65.0
4145,1149.1,1090.1,143,38,340,21.2,342.1,19.5,15.9,24.5,97,0,0,9,79.2,95.9
4146,576.7,1256.5,101,9,68,28.9,199.1,23.8,29.1,30.0,65,0,0,39,34.9,32.3
4147,-603.4,1282.0,104,23,177,12.1,43.8,28.2,8.2,27.8,90,1,0,30,55.2,91.9
4148,-1201.1,1092.3,145,14,242,30.6,107.9,19.0,35.4,39.8,60,3,0,35,93.0,93.5
4149,-509.9,-1340.8,144,28,60,27.9,79.4,34.3,17.2,6.5,31,2,0,29,69.8,72.3
4150,209.3,1345.9,189,11,118,26.1,62.4,39.3,10.5,36.6,83,0,0,19,66.1,99.7
4151,568.9,16.1,141,44,150,27.2,267.0,34.5,26.2,29.4,97,1,0,25,85.9,73.3
4152,-894.3,-432.7,103,16,101,22.4,315.7,39.9,20.2,18.8,7,2,0,17,87.2,52.2
4153,62.5,-634.5,181,12,139,0.8,99.3,3.6,20.0,27.8,3,3,1,16,34.1,92.8
4154,709.2,-1449.7,186,8,206,13.5,38.1,14.1,15.2,2.2,11,1,0,17,48.1,59.4
4155,-192.4,1687.3,146,23,204,19.7,251.0,17.9,20.0,6.1,86,5,0,6,53.5,44.4
4156,-859.4,401.2,204,27,196,11.3,112.6,37.3,3.7,8.0,51,3,0,3,56.7,38.2
4157,1896.6,1604.0,103,19,359,25.8,312.8,12.1,20.3,34.2,48,5,0,37,44.2,74.3
4158,-486.1,-201.7,105,41,110,12.8,286.1,12.1,11.7,23.1,67,0,0,17,52.2,57.5
4159,1567.8,-1829.5,203,34,223,3.7,3.4,12.3,21.8,4.6,45,0,0,4,69.4,85.6
4160,35.9,1526.6,165,4,97,25.2,163.0,21.9,6.4,31.5,37,0,0,24,84.6,44.6
4161,-1183.9,1084.9,143,1,309,11.3,209.8,25.7,16.3,20.2,42,5,1,17,40.0,41.1
4162,589.6,1407.2,101,32,63,11.8,130.4,3.9,25.6,23.3,56,5,2,16,84.0,31.7
4163,1143.9,-81.8,256,1,121,16.0,209.4,25.5,38.7,16.2,59,4,1,29,57.3,63.0
4164,988.0,-1336.2,107,16,165,12.2,275.6,24.1,30.5,6.8,99,0,0,30,63.4,85.4
4165,132.5,118.5,102,42,78,24.0,35.0,7.6,21.8,3.1,85,0,0,5,88.3,83.9
4166,1330.5,-1761.8,102,33,354,10.3,183.4,15.8,34.4,11.0,4,0,0,9,82.7,71.5
4167,1433.0,-1546.2,141,11,42,5.8,50.6,13.4,31.3,32.7,59,1,0,37,86.5,76.0
4168,1710.8,-206.2,163,29,23,10.7,330.3,13.1,21.3,8.5,89,0,0,12,35.8,99.4
4169,1824.3,-344.5,106,29,260,19.1,38.2,32.2,18.0,30.3,91,1,0,36,42.9,65.1
4170,-345.6,1565.0,141,6,38,1.8,15.4,32.1,20.4,5.1,4,2,1,29,83.7,48.1
4171,-583.5,382.3,121,34,350,27.8,207.4,28.8,28.5,29.9,4,5,0,37,95.0,42.5
4172,188.7,1711.4,148,7,336,17.4,50.0,21.7,27.7,36.4,70,4,0,31,35.1,42.2
4173,1596.0,-1161.7,182,24,177,25.6,194.4,15.5,9.6,34.1,78,1,0,38,96.3,71.6
4174,-1714.7,1044.1,182,26,309,29.2,246.7,8.1,11.7,12.7,94,1,0,16,89.4,70.9
4175,-7.3,-824.1,184,7,39,6.5,159.2,5.1,30.0,36.0,99,2,0,8,63.5,87.9
4176,73.5,1308.6,256,5,153,12.0,212.8,37.6,15.5,33.3,81,0,0,11,51.1,49.1
4177,-1694.3,989.1,104,5,257,22.2,260.6,35.6,33.3,34.1,87,0,0,33,85.8,59.1
4178,-1308.3,1128.3,108,27,192,24.1,117.6,38.4,11.7,15.8,42,2,1,9,86.8,56.1
4179,-716.5,-960.3,161,17,241,14.2,11.8,7.4,35.2,17.2,4,4,2,28,80.8,49.3
4180,-998.6,1307.9,107,41,287,19.8,320.1,7.6,13.0,9.5,43,3,1,12,68.7,36.8
4181,-1204.2,-1061.2,123,39,202,22.1,243.6,18.7,38.6,34.4,43,4,1,4,96.6,67.6
4182,-1823.6,-847.5,162,22,131,12.5,265.7,7.8,10.1,33.0,9,5,2,33,50.6,36.2
4183,436.1,-1257.0,165,26,158,22.3,58.0,30.0,32.0,20.9,54,3,2,40,98.3,35.5
4184,469.8,1256.6,105,7,236,4.0,102.2,27.5,7.8,30.5,60,0,0,21,42.9,80.1
4185,-298.5,-1373.3,149,9,267,22.0,339.5,35.9,29.5,34.4,43,4,2,28,45.4,30.1
4186,-474.5,615.8,183,19,112,6.4,125.4,26.0,33.9,24.1,10,3,2,14,50.7,97.1
4187,424.3,-1054.2,108,38,86,20.8,3.0,32.7,8.0,17.3,68,3,0,37,89.9,62.3
4188,-1821.3,473.8,109,31,154,1.4,65.1,36.8,37.5,9.7,82,1,0,12,39.9,59.4
4189,776.2,532.4,124,33,306,23.9,287.2,10.2,12.3,20.5,64,2,1,32,35.4,67.0
4190,192.5,553.8,102,3,33,25.2,27.3,14.3,21.5,30.8,81,3,2,3,81.4,48.2
4191,-1562.9,-924.2,143,3,146,20.8,224.5,39.0,24.0,19.0,20,3,2,17,76.0,73.4
4192,-929.7,-1715.4,124,34,139,14.0,271.5,6.8,10.4,28.9,78,1,0,33,49.4,97.7
4193,-1022.0,487.8,146,8,296,6.5,358.4,5.4,28.1,29.1,59,2,1,9,76.5,94.7
4194,-841.9,1507.2,181,0,172,22.1,240.8,35.9,10.7,27.2,64,0,0,28,77.8,48.7
4195,-265.0,-1013.5,202,20,299,24.9,50.6,13.4,30.5,33.4,53,4,0,18,48.0,35.7
4196,-798.1,541.7,183,34,41,21.1,293.0,36.2,2.2,9.5,3,5,2,30,86.3,70.3
4197,509.3,720.4,203,43,278,9.3,153.1,8.1,11.7,36.2,3,1,0,9,43.7,99.8
4198,-1793.6,3.4,103,42,308,1.7,134.6,13.1,37.7,3.4,64,4,1,40,63.0,41.8
4199,981.5,-1209.5,182,3,78,4.4,285.4,11.7,22.0,21.0,79,2,0,1,31.3,76.0
4200,1047.3,569.2,183,42,28,15.0,23.5,33.5,2.5,37.9,71,0,0,32,94.2,70.5
4201,-1467.5,922.7,189,39,132,4.7,35.3,20.7,33.3,38.0,92,3,2,19,80.9,49.0
4202,989.7,-1808.9,148,45,319,9.3,240.4,19.3,9.9,24.0,37,2,1,29,72.5,31.7
4203,713.9,-975.0,103,1,253,17.3,150.0,15.4,31.4,8.8,53,0,0,19,40.5,71.1
4204,639.0,-25.0,123,10,354,2.1,272.5,25.7,28.2,20.7,81,2,1,11,66.0,95.0
4205,1076.9,139.9,102,35,215,6.8,83.4,9.7,4.7,5.0,38,1,0,17,60.6,87.2
4206,1554.0,-867.6,121,41,59,5.0,163.3,29.8,5.4,23.5,9,0,0,27,86.9,87.9
4207,1080.2,1430.9,162,22,95,3.9,104.5,30.7,17.2,6.9,23,0,0,24,53.9,55.4
4208,-568.5,1854.1,185,45,207,15.0,291.3,5.4,11.1,19.0,16,2,0,11,55.3,55.6
4209,114.5,-961.6,203,44,68,12.6,128.5,27.3,12.1,7.0,75,1,0,6,54.3,39.7
4210,-1401.1,377.4,147,12,32,1.6,167.9,14.4,35.6,37.1,15,1,0,38,53.7,94.2
4211,752.4,620.9,123,1,163,30.6,220.6,34.9,32.0,9.5,63,2,1,11,34.9,84.1
4212,954.5,746.0,102,29,265,22.1,345.0,19.8,18.1,39.6,90,0,0,35,33.5,41.1
4213,-921.9,1317.5,256,17,176,3.0,228.4,8.1,26.1,11.5,15,1,0,35,95.4,36.1
4214,-806.2,-591.0,164,15,16,27.9,271.9,25.1,3.7,6.8,10,4,0,13,58.2,85.4
4215,916.3,-144.4,163,1,289,30.9,85.3,38.9,20.1,14.7,83,2,0,13,36.5,41.7
4216,1368.1,-119.8,102,40,199,21.9,148.0,32.2,11.0,14.6,100,4,2,5,34.2,87.0
4217,-1036.4,852.3,181,26,123,23.5,356.1,35.3,13.5,4.9,75,1,0,31,57.3,65.4
4218,-885.0,-1754.1,163,10,124,25.1,292.0,34.6,33.2,23.8,94,3,1,39,96.6,58.9
4219,-637.7,-1878.0,108,11,195,15.1,267.8,37.7,39.7,30.5,32,4,0,31,82.6,40.3
4220,1507.2,-500.2,147,22,21,20.6,19.2,39.7,25.9,6.2,44,3,0,18,71.1,63.7
4221,-1204.4,-1615.6,102,30,177,14.4,87.9,30.8,27.5,3.1,55,4,0,39,54.9,41.0
4222,306.1,-1082.6,146,36,48,26.0,21.5,24.0,22.7,8.6,96,4,2,1,57.4,35.5
4223,-771.2,-339.6,189,42,202,5.1,249.1,37.1,34.9,30.7,75,1,0,18,66.1,34.7
4224,569.2,-345.7,183,1,53,12.7,54.2,25.5,19.6,8.8,47,0,0,30,83.6,32.4
4225,1798.8,412.8,101,41,70,17.7,230.0,30.8,19.8,38.7,45,3,2,18,83.5,86.7
4226,904.5,1508.4,103,33,196,27.9,73.9,30.7,27.8,15.3,29,4,0,11,42.1,35.2
4227,1487.4,6.8,143,4,210,25.2,306.4,33.4,22.3,38.7,82,3,1,37,70.9,36.7
4228,-237.9,-1370.8,164,14,259,5.2,122.5,20.7,3.5,22.1,5,3,2,25,87.3,61.6
4229,198.7,-1674.8,101,8,135,2.7,12.3,37.6,8.4,21.7,49,4,1,26,99.3,43.9
4230,233.0,1779.1,108,26,194,17.3,199.1,3.7,36.7,9.1,9,0,0,26,37.7,39.4
4231,509.4,-939.7,163,22,324,29.8,9.1,27.4,35.2,8.7,89,2,1,29,62.8,97.7
4232,-1873.9,-591.8,147,1,212,0.2,198.3,30.3,21.0,8.6,51,5,2,23,32.5,60.5
4233,-1332.7,-255.2,186,25,91,13.4,6.0,7.7,21.1,14.5,95,0,0,29,41.9,93.9
4234,1553.0,-1446.6,141,37,297,4.3,239.4,6.9,32.6,24.8,11,4,1,5,40.0,99.2
4235,-62.8,-537.1,124,42,209,15.2,179.3,39.8,20.7,8.1,49,2,0,4,42.3,45.1
4236,-1039.2,-692.2,121,36,235,13.7,297.9,9.5,26.9,13.1,71,4,2,0,64.3,58.3
4237,214.8,-1041.4,182,40,23,24.4,252.5,19.9,3.2,34.7,10,3,1,40,70.3,80.4
4238,547.4,1379.7,142,15,239,4.8,35.4,14.0,21.6,7.7,90,3,0,24,78.7,46.5
4239,237.4,1872.7,203,4,242,21.8,131.8,18.1,4.5,2.1,82,3,0,24,82.7,60.4
4240,1498.5,-644.7,148,41,8,17.7,350.1,12.8,27.0,34.0,76,1,0,22,70.0,62.7
4241,797.2,-733.9,202,17,36,13.2,151.1,15.5,39.1,34.9,49,1,0,27,36.5,39.0
